strain,Mash_cluster,Source
GCA_021138155.1_ASM2113815v1_genomic.fasta,4792,Human
GCA_037726505.1_ASM3772650v1_genomic.fasta,1208,Human
GCA_022502705.1_PDT001261542.1_genomic.fasta,7050,Animal
GCA_021866635.1_PDT001207295.1_genomic.fasta,6105,Food
GCA_036287585.1_ASM3628758v1_genomic.fasta,7366,Environment
GCA_034864045.1_ASM3486404v1_genomic.fasta,6081,Animal
GCA_900086115.1_12082_4_77_genomic.fasta,7839,Human
GCA_019678785.1_ASM1967878v1_genomic.fasta,2912,Animal
GCA_900086255.1_12082_4_91_genomic.fasta,5445,Human
GCA_034864865.1_ASM3486486v1_genomic.fasta,727,Animal
GCA_031176505.1_PDT001873448.1_genomic.fasta,8159,Human
GCA_023980325.1_PDT001347449.1_genomic.fasta,1507,Animal
GCA_034864985.1_ASM3486498v1_genomic.fasta,996,Animal
GCA_003226945.1_ASM322694v1_genomic.fasta,4919,Human
GCA_019426425.1_ASM1942642v1_genomic.fasta,5962,Animal
GCA_019678755.1_ASM1967875v1_genomic.fasta,414,Animal
GCA_032129575.1_PDT001903389.1_genomic.fasta,5986,Human
GCA_017596935.1_ASM1759693v1_genomic.fasta,8295,Animal
GCA_009646205.1_ASM964620v1_genomic.fasta,4876,Environment
GCA_022313495.1_PDT000136296.2_genomic.fasta,9062,Human
GCA_022183005.1_PDT000723986.1_genomic.fasta,3042,Animal
GCA_956476975.1_IT23001-OTH-KP-191212_contigs_filtered.fa.gz_genomic.fasta,3940,Human
GCA_016138595.1_ASM1613859v1_genomic.fasta,7271,Human
GCA_949549405.1_3_P1_3_genomic.fasta,2371,Animal
GCA_013604875.1_ASM1360487v1_genomic.fasta,4087,Human
GCA_004004815.1_ASM400481v1_genomic.fasta,4070,Environment
GCA_022790045.1_ASM2279004v1_genomic.fasta,3709,Environment
GCA_956465335.1_2_P2_17_genomic.fasta,33,Animal
GCA_035830295.1_ASM3583029v1_genomic.fasta,1391,Animal
GCA_900084665.1_12045_5_84_genomic.fasta,1803,Human
GCA_025876865.1_PDT001467998.1_genomic.fasta,4759,Human
GCA_021856425.1_PDT001209387.1_genomic.fasta,9084,Environment
GCA_024489195.1_PDT001373413.1_genomic.fasta,6002,Human
GCA_019678215.1_ASM1967821v1_genomic.fasta,2756,Animal
GCA_022320285.1_PDT000537776.1_genomic.fasta,8728,Animal
GCA_028562435.1_PDT001610694.1_genomic.fasta,239,Human
GCA_022518425.1_PDT001259709.1_genomic.fasta,1427,Human
GCA_033901175.1_ASM3390117v1_genomic.fasta,7274,Human
GCA_022162225.1_PDT001243315.1_genomic.fasta,4605,Human
GCA_022789485.1_ASM2278948v1_genomic.fasta,2846,Environment
GCA_037727815.1_ASM3772781v1_genomic.fasta,1193,Human
GCA_028655435.1_ASM2865543v1_genomic.fasta,4559,Human
GCA_023980045.1_PDT001347476.1_genomic.fasta,2755,Animal
GCA_022105135.1_PDT001243267.1_genomic.fasta,5716,Human
GCA_022188905.1_PDT000715462.1_genomic.fasta,188,Human
GCA_013782105.1_ASM1378210v1_genomic.fasta,2849,Environment
GCA_022190675.1_PDT000715363.1_genomic.fasta,5035,Human
GCA_900504155.1_19084_3_151_genomic.fasta,4064,Human
GCA_956465415.1_26_P2_18_genomic.fasta,3045,Animal
GCA_958353285.1_ERR9578208_bin.44_MetaWRAP_v1.3_MAG_genomic.fasta,3719,Human
GCA_022789625.1_ASM2278962v1_genomic.fasta,6091,Environment
GCA_022184725.1_PDT000716803.1_genomic.fasta,3884,Animal
GCA_900517525.1_18489_5_150_genomic.fasta,6613,Human
GCA_916163935.1_003987_INSP138_genomic.fasta,6064,Human
GCA_021928735.1_PDT001091691.1_genomic.fasta,5056,Human
GCA_022150385.1_PDT001244831.1_genomic.fasta,8600,Human
GCA_038149405.1_ASM3814940v1_genomic.fasta,2545,Human
GCA_022789725.1_ASM2278972v1_genomic.fasta,5027,Environment
GCA_023979825.1_PDT001347495.1_genomic.fasta,957,Animal
GCA_028561155.1_PDT001610650.1_genomic.fasta,8840,Human
GCA_033984255.1_PDT002009633.1_genomic.fasta,8784,Animal
GCA_947574545.1_NRZ-76317_genomic.fasta,3768,Human
GCA_900504595.1_19084_3_34_genomic.fasta,6911,Human
GCA_021919545.1_PDT001092249.1_genomic.fasta,5526,Human
GCA_035829655.1_ASM3582965v1_genomic.fasta,981,Animal
GCA_034864365.1_ASM3486436v1_genomic.fasta,9261,Animal
GCA_031176815.1_PDT001873437.1_genomic.fasta,8160,Human
GCA_033123525.1_PDT001958015.1_genomic.fasta,3498,Animal
GCA_040430605.1_ASM4043060v1_genomic.fasta,1212,Environment
GCA_022332245.1_PDT000537780.1_genomic.fasta,4926,Animal
GCA_900513075.1_18174_5_125_genomic.fasta,6514,Human
GCA_956465525.1_27_P3_15_genomic.fasta,988,Animal
GCA_023979305.1_PDT001347533.1_genomic.fasta,1506,Animal
GCA_030644585.1_ASM3064458v1_genomic.fasta,3604,Animal
GCA_027948025.1_PDT001580495.1_genomic.fasta,2898,Human
GCA_036951505.1_ASM3695150v1_genomic.fasta,6128,Animal
GCA_019678685.1_ASM1967868v1_genomic.fasta,9204,Animal
GCA_022159265.1_PDT001243652.1_genomic.fasta,8003,Human
GCA_022213935.1_PDT001227361.1_genomic.fasta,4011,Human
GCA_040430475.1_ASM4043047v1_genomic.fasta,6647,Environment
GCA_022789975.1_ASM2278997v1_genomic.fasta,16,Environment
GCA_037725825.1_ASM3772582v1_genomic.fasta,1205,Human
GCA_021979855.1_PDT001011199.1_genomic.fasta,8993,Human
GCA_017975695.1_ASM1797569v1_genomic.fasta,4282,Human
GCA_034865665.1_ASM3486566v1_genomic.fasta,655,Animal
GCA_033123085.1_PDT001958043.1_genomic.fasta,8344,Human
GCA_900084495.1_11983_8_44_genomic.fasta,6591,Human
GCA_018907205.1_ASM1890720v1_genomic.fasta,1147,Human
GCA_021867015.1_PDT001207264.1_genomic.fasta,5285,Animal
GCA_022120435.1_PDT001244062.1_genomic.fasta,6143,Human
GCA_024226435.1_ASM2422643v1_genomic.fasta,6533,Animal
GCA_032461065.1_ASM3246106v1_genomic.fasta,4377,Environment
GCA_032637065.1_PDT001923228.1_genomic.fasta,6322,Human
GCA_022167445.1_PDT000849217.1_genomic.fasta,3973,Human
GCA_956459795.1_2_P1_4_genomic.fasta,7340,Animal
GCA_949554155.1_13_P3_1_genomic.fasta,1483,Animal
GCA_025589575.1_PDT001442714.1_genomic.fasta,575,Animal
GCA_037198805.1_ASM3719880v1_genomic.fasta,5634,Food
GCA_022268115.1_PDT000434806.1_genomic.fasta,5417,Human
GCA_034864465.1_ASM3486446v1_genomic.fasta,3298,Animal
GCA_040430395.1_ASM4043039v1_genomic.fasta,3917,Environment
GCA_022534935.1_PDT001260430.1_genomic.fasta,7954,Environment
GCA_022536775.1_PDT001260221.1_genomic.fasta,3409,Environment
GCA_900085685.1_12045_7_80_genomic.fasta,554,Human
GCA_947575045.1_NRZ-77964_genomic.fasta,3765,Human
GCA_022201485.1_PDT000706620.1_genomic.fasta,5631,Environment
GCA_013611495.1_ASM1361149v1_genomic.fasta,5037,Environment
GCA_900560105.1_9221_7_51_genomic.fasta,2052,Human
GCA_018274555.1_ASM1827455v1_genomic.fasta,7087,Environment
GCA_022502665.1_PDT001261546.1_genomic.fasta,4690,Animal
GCA_021865755.1_PDT001207402.1_genomic.fasta,6047,Food
GCA_022199465.1_PDT000708298.1_genomic.fasta,5976,Environment
GCA_022313895.1_PDT000136265.2_genomic.fasta,5206,Human
GCA_021803375.1_PDT001227341.1_genomic.fasta,4336,Human
GCA_022100435.1_PDT001243914.1_genomic.fasta,2111,Human
GCA_028891065.1_ASM2889106v1_genomic.fasta,3123,Animal
GCA_902157265.1_18174_8_146_genomic.fasta,8247,Human
GCA_021820745.1_PDT001218097.1_genomic.fasta,558,Human
GCA_021866535.1_PDT001207367.1_genomic.fasta,1382,Animal
GCA_013408625.1_ASM1340862v1_genomic.fasta,3728,Environment
GCA_034864165.1_ASM3486416v1_genomic.fasta,209,Animal
GCA_008364355.1_ASM836435v1_genomic.fasta,5889,Food
GCA_900171925.1_16404_3_27_genomic.fasta,6131,Environment
GCA_013706045.1_ASM1370604v1_genomic.fasta,5040,Environment
GCA_947574465.1_NRZ-77000_genomic.fasta,3775,Human
GCA_009856915.1_ASM985691v1_genomic.fasta,4676,Human
GCA_021871295.1_PDT001203021.1_genomic.fasta,4425,Human
GCA_030911325.1_ASM3091132v1_genomic.fasta,7649,Human
GCA_900505965.1_19084_4_65_genomic.fasta,2973,Human
GCA_019679125.1_ASM1967912v1_genomic.fasta,8401,Animal
GCA_956465585.1_21_P2_14_genomic.fasta,3476,Animal
GCA_022184165.1_PDT000723754.1_genomic.fasta,723,Environment
GCA_019732505.1_ASM1973250v1_genomic.fasta,3451,Human
GCA_026301775.1_PDT001493524.1_genomic.fasta,134,Human
GCA_922826305.1_ARGID_10727_genomic.fasta,5863,Human
GCA_900516505.1_18174_8_133_genomic.fasta,9019,Human
GCA_032156545.1_PDT001902784.1_genomic.fasta,8774,Human
GCA_013813035.1_ASM1381303v1_genomic.fasta,8409,Animal
GCA_021977315.1_PDT001011401.1_genomic.fasta,9138,Human
GCA_022112995.1_PDT001245008.1_genomic.fasta,6830,Human
GCA_036952205.1_ASM3695220v1_genomic.fasta,8524,Animal
GCA_016643585.1_ASM1664358v1_genomic.fasta,4911,Human
GCA_022789565.1_ASM2278956v1_genomic.fasta,8708,Environment
GCA_022320345.1_PDT000537771.1_genomic.fasta,1605,Animal
GCA_956482505.1_SP01261-BL-KP-190531_contigs_filtered.fa.gz_genomic.fasta,8026,Human
GCA_956465225.1_9_P1_15_genomic.fasta,3577,Animal
GCA_017974345.1_ASM1797434v1_genomic.fasta,6863,Human
GCA_900506375.1_19506_1_126_genomic.fasta,2070,Human
GCA_035829935.1_ASM3582993v1_genomic.fasta,5964,Animal
GCA_905322505.2_AI2626v1_cpp_genomic.fasta,7804,Human
GCA_021865555.1_PDT001207413.1_genomic.fasta,6063,Food
GCA_947577045.1_NRZ-79713_genomic.fasta,3762,Human
GCA_022202665.1_PDT000685405.1_genomic.fasta,5900,Animal
GCA_032063845.1_PDT001905191.1_genomic.fasta,8668,Human
GCA_034865345.1_ASM3486534v1_genomic.fasta,3566,Animal
GCA_037201145.1_ASM3720114v1_genomic.fasta,3101,Food
GCA_022190465.1_PDT000715379.1_genomic.fasta,7988,Human
GCA_002167135.1_ASM216713v1_genomic.fasta,4060,Human
GCA_032878755.1_ASM3287875v1_genomic.fasta,4544,Human
GCA_021978635.1_PDT001011273.1_genomic.fasta,9177,Human
GCA_017972055.1_ASM1797205v1_genomic.fasta,4180,Human
GCA_016139115.1_ASM1613911v1_genomic.fasta,8445,Human
GCA_022789685.1_ASM2278968v1_genomic.fasta,9099,Environment
GCA_900559755.1_9221_7_14_genomic.fasta,9143,Human
GCA_005944305.1_ASM594430v1_genomic.fasta,4592,Human
GCA_033551635.1_PDT001977476.1_genomic.fasta,4467,Animal
GCA_022148185.1_PDT001244206.1_genomic.fasta,8353,Human
GCA_025026695.1_ASM2502669v1_genomic.fasta,5890,Animal
GCA_033085435.1_PDT001954511.1_genomic.fasta,2543,Animal
GCA_011075315.1_ASM1107531v1_genomic.fasta,6387,Human
GCA_009710645.1_ASM971064v1_genomic.fasta,7007,Environment
GCA_022789665.1_ASM2278966v1_genomic.fasta,5109,Environment
GCA_025026595.1_ASM2502659v1_genomic.fasta,2708,Animal
GCA_017596375.1_ASM1759637v1_genomic.fasta,163,Animal
GCA_022032395.1_PDT000906370.1_genomic.fasta,1223,Animal
GCA_017595775.1_ASM1759577v1_genomic.fasta,9021,Animal
GCA_034492685.1_ASM3449268v1_genomic.fasta,257,Human
GCA_033901395.1_ASM3390139v1_genomic.fasta,863,Human
GCA_013745295.1_ASM1374529v1_genomic.fasta,5612,Environment
GCA_023982335.1_PDT001347503.1_genomic.fasta,5931,Animal
GCA_900509955.1_17870_2_19_genomic.fasta,7992,Human
GCA_021866995.1_PDT001207267.1_genomic.fasta,303,Animal
GCA_040757875.1_ASM4075787v1_genomic.fasta,2453,Human
GCA_023274355.1_ASM2327435v1_genomic.fasta,1714,Human
GCA_019679275.1_ASM1967927v1_genomic.fasta,5575,Animal
GCA_021921185.1_PDT001092120.1_genomic.fasta,5615,Human
GCA_032461255.1_ASM3246125v1_genomic.fasta,8921,Environment
GCA_032028035.1_PDT001902700.1_genomic.fasta,718,Human
GCA_021866575.1_PDT001207364.1_genomic.fasta,1047,Animal
GCA_022204325.1_PDT000674585.1_genomic.fasta,3560,Animal
GCA_900511425.1_17870_5_27_genomic.fasta,4995,Human
GCA_019678815.1_ASM1967881v1_genomic.fasta,1278,Animal
GCA_023961155.1_PDT001347498.1_genomic.fasta,5882,Animal
GCA_021865795.1_PDT001207399.1_genomic.fasta,3362,Animal
GCA_013392185.1_ASM1339218v1_genomic.fasta,1272,Human
GCA_013603095.1_ASM1360309v1_genomic.fasta,7878,Human
GCA_021857165.1_PDT001209165.1_genomic.fasta,3170,Environment
GCA_037483185.1_ASM3748318v1_genomic.fasta,8418,Animal
GCA_022197525.1_PDT000714959.1_genomic.fasta,7932,Human
GCA_018420565.1_ASM1842056v1_genomic.fasta,8977,Human
GCA_956441815.1_2_P1_2_genomic.fasta,3563,Animal
GCA_022790525.1_ASM2279052v1_genomic.fasta,444,Environment
GCA_016139055.1_ASM1613905v1_genomic.fasta,7296,Human
GCA_019679185.1_ASM1967918v1_genomic.fasta,9205,Animal
GCA_032721355.1_PDT001927033.1_genomic.fasta,4123,Human
GCA_040011835.1_ASM4001183v1_genomic.fasta,1597,Human
GCA_022146665.1_PDT001244883.1_genomic.fasta,6803,Human
GCA_013135015.1_ASM1313501v1_genomic.fasta,8171,Human
GCA_032597355.1_ASM3259735v1_genomic.fasta,7337,Human
GCA_022203125.1_PDT000674720.1_genomic.fasta,3398,Animal
GCA_021928215.1_PDT001091718.1_genomic.fasta,390,Human
GCA_902155985.1_19506_1_105_genomic.fasta,3691,Human
GCA_022184085.1_PDT000723763.1_genomic.fasta,8386,Human
GCA_956464875.1_7_P2_6_genomic.fasta,4763,Animal
GCA_916161795.1_004141_INSP160_genomic.fasta,6279,Human
GCA_022193325.1_PDT000715204.1_genomic.fasta,429,Human
GCA_021865955.1_PDT001207393.1_genomic.fasta,1268,Animal
GCA_022203405.1_PDT000674671.1_genomic.fasta,402,Animal
GCA_905329805.2_AI2818v1_cpp_genomic.fasta,1996,Human
GCA_009982975.1_ASM998297v1_genomic.fasta,5759,Environment
GCA_900517215.1_18489_5_111_genomic.fasta,9234,Human
GCA_032155225.1_PDT001902855.1_genomic.fasta,5958,Human
GCA_034863605.1_ASM3486360v1_genomic.fasta,1579,Animal
GCA_021927525.1_PDT001091755.1_genomic.fasta,9226,Human
GCA_916160885.1_003889_INSP88_genomic.fasta,6401,Human
GCA_900517415.1_18489_5_128_genomic.fasta,3696,Human
GCA_956482665.1_SP03004-BL-KP-190222_contigs_filtered.fa.gz_genomic.fasta,4421,Human
GCA_023979525.1_PDT001347520.1_genomic.fasta,6422,Animal
GCA_016780025.1_ASM1678002v1_genomic.fasta,8906,Human
GCA_956480585.1_SP07052-IA-KP-200107_contigs_filtered.fa.gz_genomic.fasta,2091,Human
GCA_022137145.1_PDT001244377.1_genomic.fasta,4287,Human
GCA_040430555.1_ASM4043055v1_genomic.fasta,332,Environment
GCA_022198585.1_PDT000708417.1_genomic.fasta,8807,Human
GCA_030911905.1_ASM3091190v1_genomic.fasta,2046,Human
GCA_018423085.1_ASM1842308v1_genomic.fasta,1450,Human
GCA_021821145.1_PDT001218062.1_genomic.fasta,899,Human
GCA_902161315.1_25426_7_270_genomic.fasta,1011,Human
GCA_032072965.1_PDT001905001.1_genomic.fasta,6807,Human
GCA_017596045.1_ASM1759604v1_genomic.fasta,8582,Animal
GCA_016137825.1_ASM1613782v1_genomic.fasta,7907,Human
GCA_001463665.1_ASM146366v1_genomic.fasta,6967,Human
GCA_022789145.1_ASM2278914v1_genomic.fasta,2421,Environment
GCA_022789925.1_ASM2278992v1_genomic.fasta,3289,Environment
GCA_900507825.1_19646_2_6_genomic.fasta,5241,Human
GCA_022203545.1_PDT000674664.1_genomic.fasta,1121,Environment
GCA_900510795.1_17870_3_34_genomic.fasta,8033,Human
GCA_026335955.1_PDT001494222.1_genomic.fasta,900,Human
GCA_013834745.1_ASM1383474v1_genomic.fasta,9105,Animal
GCA_017975385.1_ASM1797538v1_genomic.fasta,9042,Human
GCA_021917705.1_PDT001092378.1_genomic.fasta,4775,Human
GCA_022789465.1_ASM2278946v1_genomic.fasta,3555,Environment
GCA_039674865.1_ASM3967486v1_genomic.fasta,1935,Human
GCA_019428365.1_ASM1942836v1_genomic.fasta,3296,Animal
GCA_017596075.1_ASM1759607v1_genomic.fasta,8700,Animal
GCA_026336915.1_PDT001494151.1_genomic.fasta,7769,Human
GCA_021978595.1_PDT001011283.1_genomic.fasta,3530,Human
GCA_032042735.1_PDT001902841.1_genomic.fasta,8675,Human
GCA_021976455.1_PDT001011474.1_genomic.fasta,2713,Human
GCA_900504365.1_19084_3_170_genomic.fasta,1604,Human
GCA_018442745.1_ASM1844274v1_genomic.fasta,3789,Human
GCA_022790485.1_ASM2279048v1_genomic.fasta,443,Environment
GCA_022314975.1_PDT000136195.2_genomic.fasta,2600,Human
GCA_021978055.1_PDT001011332.1_genomic.fasta,5166,Human
GCA_022789265.1_ASM2278926v1_genomic.fasta,6646,Environment
GCA_929618885.1_cpe070_genomic.fasta,8020,Human
GCA_023979465.1_PDT001347521.1_genomic.fasta,3048,Animal
GCA_036948365.1_ASM3694836v1_genomic.fasta,6855,Human
GCA_022158205.1_PDT001243774.1_genomic.fasta,8473,Human
GCA_022183565.1_PDT000723890.1_genomic.fasta,6843,Animal
GCA_021856745.1_PDT001209234.1_genomic.fasta,5673,Animal
GCA_022789585.1_ASM2278958v1_genomic.fasta,8318,Environment
GCA_040796765.1_ASM4079676v1_genomic.fasta,7379,Human
GCA_021918245.1_PDT001092345.1_genomic.fasta,1176,Human
GCA_031010305.1_PDT001843379.1_genomic.fasta,1240,Human
GCA_023979785.1_PDT001347500.1_genomic.fasta,8831,Animal
GCA_017596785.1_ASM1759678v1_genomic.fasta,5642,Animal
GCA_034864905.1_ASM3486490v1_genomic.fasta,6095,Animal
GCA_956477435.1_GR16091-BL-KP-190604_contigs_filtered.fa.gz_genomic.fasta,8153,Human
GCA_022101875.1_PDT001243718.1_genomic.fasta,388,Human
GCA_032077285.1_PDT001904922.1_genomic.fasta,5948,Human
GCA_022148005.1_PDT001244766.1_genomic.fasta,4737,Human
GCA_009856955.1_ASM985695v1_genomic.fasta,7867,Human
GCA_017594545.1_ASM1759454v1_genomic.fasta,1823,Animal
GCA_019093285.1_ASM1909328v1_genomic.fasta,862,Environment
GCA_022202505.1_PDT000685450.1_genomic.fasta,6112,Animal
GCA_032075425.1_PDT001904977.1_genomic.fasta,1856,Human
GCA_009710545.1_ASM971054v1_genomic.fasta,7443,Environment
GCA_916161525.1_003953_INSP122_genomic.fasta,4457,Human
GCA_022202025.1_PDT000685554.1_genomic.fasta,5638,Animal
GCA_021865575.1_PDT001207412.1_genomic.fasta,7006,Food
GCA_021863805.1_PDT001208156.1_genomic.fasta,3951,Human
GCA_022103755.1_PDT001243443.1_genomic.fasta,384,Human
GCA_001653695.1_ASM165369v1_genomic.fasta,2377,Food
GCA_003583145.1_ASM358314v1_genomic.fasta,278,Environment
GCA_900506895.1_19506_1_52_genomic.fasta,2196,Human
GCA_900172685.1_20794_7_105_genomic.fasta,3801,Human
GCA_900515035.1_18174_6_51_genomic.fasta,7427,Human
GCA_900511725.1_17870_5_66_genomic.fasta,3980,Human
GCA_022182765.1_PDT000724025.1_genomic.fasta,2461,Environment
GCA_034865305.1_ASM3486530v1_genomic.fasta,880,Animal
GCA_022198885.1_PDT000708372.1_genomic.fasta,1387,Environment
GCA_034864585.1_ASM3486458v1_genomic.fasta,2672,Animal
GCA_022182925.1_PDT000724004.1_genomic.fasta,3200,Animal
GCA_032028065.1_PDT001902699.1_genomic.fasta,3021,Human
GCA_022189725.1_PDT000715395.1_genomic.fasta,887,Human
GCA_023274135.1_ASM2327413v1_genomic.fasta,1748,Human
GCA_017596455.1_ASM1759645v1_genomic.fasta,3896,Animal
GCA_026528015.1_PDT001504974.1_genomic.fasta,6859,Animal
GCA_956465475.1_14_P2_12_genomic.fasta,7322,Animal
GCA_032066645.1_PDT001905133.1_genomic.fasta,9119,Human
GCA_022536805.1_PDT001260211.1_genomic.fasta,935,Environment
GCA_024492775.1_PDT001373275.1_genomic.fasta,8117,Human
GCA_017597195.1_ASM1759719v1_genomic.fasta,760,Animal
GCA_013134875.1_ASM1313487v1_genomic.fasta,8203,Human
GCA_022202685.1_PDT000674745.1_genomic.fasta,2491,Animal
GCA_032134435.1_PDT001903156.1_genomic.fasta,8938,Human
GCA_022183825.1_PDT000723821.1_genomic.fasta,40,Animal
GCA_034864645.1_ASM3486464v1_genomic.fasta,2738,Animal
GCA_033559655.1_PDT001977484.1_genomic.fasta,6619,Animal
GCA_006351115.1_ASM635111v1_genomic.fasta,8279,Human
GCA_021856465.1_PDT001209380.1_genomic.fasta,3343,Environment
GCA_021978515.1_PDT001011291.1_genomic.fasta,5275,Human
GCA_021856725.1_PDT001209247.1_genomic.fasta,9289,Animal
GCA_023981315.1_PDT001347394.1_genomic.fasta,3049,Animal
GCA_032130135.1_PDT001903323.1_genomic.fasta,3378,Human
GCA_905330905.2_AI2952v1_cpp_genomic.fasta,1922,Human
GCA_023979485.1_PDT001347522.1_genomic.fasta,211,Animal
GCA_037203645.1_ASM3720364v1_genomic.fasta,3120,Food
GCA_025890815.1_PDT001469225.1_genomic.fasta,3165,Environment
GCA_017596105.1_ASM1759610v1_genomic.fasta,6965,Animal
GCA_032135535.1_PDT001903102.1_genomic.fasta,6713,Human
GCA_022229575.1_PDT000446060.1_genomic.fasta,8619,Human
GCA_022748955.1_ASM2274895v1_genomic.fasta,2982,Human
GCA_900516985.1_18174_8_55_genomic.fasta,2264,Human
GCA_032136515.1_PDT001903075.1_genomic.fasta,626,Human
GCA_019426525.1_ASM1942652v1_genomic.fasta,2517,Animal
GCA_040271575.1_ASM4027157v1_genomic.fasta,1862,Environment
GCA_021820325.1_PDT001218169.1_genomic.fasta,4226,Human
GCA_041077335.1_ASM4107733v1_genomic.fasta,7289,Human
GCA_022790325.1_ASM2279032v1_genomic.fasta,970,Environment
GCA_022150425.1_PDT001244835.1_genomic.fasta,2153,Human
GCA_034863925.1_ASM3486392v1_genomic.fasta,714,Animal
GCA_021867135.1_PDT001207260.1_genomic.fasta,2899,Animal
GCA_900172095.1_16404_3_33_genomic.fasta,925,Environment
GCA_022201285.1_PDT000706638.1_genomic.fasta,9301,Animal
GCA_022182725.1_PDT000724054.1_genomic.fasta,3564,Environment
GCA_022183125.1_PDT000723955.1_genomic.fasta,3368,Environment
GCA_022332165.1_PDT000537783.1_genomic.fasta,5289,Animal
GCA_019096375.1_ASM1909637v1_genomic.fasta,4315,Environment
GCA_900172525.1_18090_4_55_genomic.fasta,20,Environment
GCA_024492255.1_PDT001373206.1_genomic.fasta,3842,Human
GCA_022274475.1_PDT000433143.1_genomic.fasta,4484,Human
GCA_021975495.1_PDT001011540.1_genomic.fasta,590,Human
GCA_900174095.1_20925_2_160_genomic.fasta,1152,Environment
GCA_943733235.1_kp_87441_genomic.fasta,4129,Human
GCA_026240535.1_ASM2624053v1_genomic.fasta,767,Animal
GCA_018420495.1_ASM1842049v1_genomic.fasta,7189,Human
GCA_949554135.1_7_P1_6_genomic.fasta,1480,Animal
GCA_038149145.1_ASM3814914v1_genomic.fasta,1261,Human
GCA_022183925.1_PDT000723810.1_genomic.fasta,2454,Human
GCA_021928175.1_PDT001091720.1_genomic.fasta,8614,Human
GCA_009710185.1_ASM971018v1_genomic.fasta,7439,Environment
GCA_032075745.1_PDT001904972.1_genomic.fasta,1231,Human
GCA_900172605.1_18090_6_31_genomic.fasta,2666,Environment
GCA_022202905.1_PDT000674712.1_genomic.fasta,5605,Environment
GCA_900173125.1_20794_7_152_genomic.fasta,3953,Environment
GCA_022201305.1_PDT000706634.1_genomic.fasta,214,Environment
GCA_964198835.1_Zagreb008_hybrid_assembly.fa.gz_genomic.fasta,2182,Human
GCA_032068365.1_PDT001905100.1_genomic.fasta,6094,Human
GCA_018439065.3_ASM1843906v3_genomic.fasta,3453,Human
GCA_023062875.1_ASM2306287v1_genomic.fasta,1628,Human
GCA_900512995.1_18174_5_117_genomic.fasta,9043,Human
GCA_021915985.1_PDT001093229.1_genomic.fasta,5939,Human
GCA_008867745.1_ASM886774v1_genomic.fasta,3727,Human
GCA_022150765.1_PDT001244063.1_genomic.fasta,2891,Human
GCA_035831835.1_ASM3583183v1_genomic.fasta,5960,Animal
GCA_900559435.1_9776_8_83_genomic.fasta,604,Human
GCA_022192195.1_PDT000715272.1_genomic.fasta,1574,Human
GCA_021866375.1_PDT001207375.1_genomic.fasta,3479,Animal
GCA_022184065.1_PDT000723768.1_genomic.fasta,6842,Human
GCA_033123545.1_PDT001958013.1_genomic.fasta,2557,Animal
GCA_034863825.1_ASM3486382v1_genomic.fasta,1576,Animal
GCA_017597025.1_ASM1759702v1_genomic.fasta,2132,Animal
GCA_034865325.1_ASM3486532v1_genomic.fasta,3511,Animal
GCA_035284685.1_ASM3528468v1_genomic.fasta,6907,Human
GCA_003054865.1_ASM305486v1_genomic.fasta,1606,Animal
GCA_022199435.1_PDT000708300.1_genomic.fasta,3012,Environment
GCA_032156035.1_PDT001902811.1_genomic.fasta,5369,Human
GCA_018441645.1_ASM1844164v1_genomic.fasta,5804,Human
GCA_034865385.1_ASM3486538v1_genomic.fasta,3427,Animal
GCA_922827155.1_ARGID_33542_genomic.fasta,161,Human
GCA_021865435.1_PDT001207418.1_genomic.fasta,6044,Food
GCA_003583155.1_ASM358315v1_genomic.fasta,7786,Environment
GCA_900515045.1_18174_6_49_genomic.fasta,7417,Human
GCA_032024465.1_PDT001902692.1_genomic.fasta,642,Human
GCA_034865585.1_ASM3486558v1_genomic.fasta,9319,Animal
GCA_916161585.1_003943_INSP116_genomic.fasta,7767,Human
GCA_023980835.1_PDT001347420.1_genomic.fasta,6423,Animal
GCA_017594685.1_ASM1759468v1_genomic.fasta,2224,Animal
GCA_019679395.1_ASM1967939v1_genomic.fasta,5956,Animal
GCA_017594775.1_ASM1759477v1_genomic.fasta,4331,Animal
GCA_022183285.1_PDT000723935.1_genomic.fasta,2616,Environment
GCA_023980105.1_PDT001347472.1_genomic.fasta,3456,Animal
GCA_032134615.1_PDT001903138.1_genomic.fasta,9198,Human
GCA_003194325.1_ASM319432v1_genomic.fasta,6879,Human
GCA_019678995.1_ASM1967899v1_genomic.fasta,2459,Food
GCA_949554065.1_7_P1_5_genomic.fasta,6113,Animal
GCA_033346315.1_PDT001968056.1_genomic.fasta,70,Human
GCA_013735895.1_ASM1373589v1_genomic.fasta,2667,Environment
GCA_022235325.1_PDT000442298.1_genomic.fasta,6435,Human
GCA_023979585.1_PDT001347515.1_genomic.fasta,825,Animal
GCA_033123505.1_PDT001958014.1_genomic.fasta,3206,Animal
GCA_022503605.1_PDT001261515.1_genomic.fasta,4314,Animal
GCA_900084465.1_11983_8_50_genomic.fasta,2268,Human
GCA_036236915.1_ASM3623691v1_genomic.fasta,679,Animal
GCA_032130155.1_PDT001903317.1_genomic.fasta,1043,Human
GCA_023979365.1_PDT001347529.1_genomic.fasta,3372,Animal
GCA_021919465.1_PDT001092258.1_genomic.fasta,6673,Human
GCA_026271255.1_PDT001490776.1_genomic.fasta,6890,Human
