strain_1,strain_2,shared_components,Source_1,Source_2,Pair_Type
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024456815.1_PDT001370612.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022306675.1_PDT001250663.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022306695.1_PDT001250653.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_964207605.1_FFDD_113315-L1156.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_002239965.1_ASM223996v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024989115.1_ASM2498911v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_037630345.1_ASM3763034v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_026326075.1_PDT001494806.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_016652155.1_ASM1665215v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_002186435.1_ASM218643v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024452235.1_PDT001370436.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_014893855.1_ASM1489385v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_026190715.1_ASM2619071v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_021876035.1_PDT001197717.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022307575.1_PDT001250722.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024453915.1_PDT001370344.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_033337095.1_ASM3333709v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_016651545.1_ASM1665154v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_036576645.1_ASM3657664v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_021876515.1_PDT001197696.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022306595.1_PDT001250702.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_009907005.1_ASM990700v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024990775.1_ASM2499077v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_002528795.1_ASM252879v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024989535.1_ASM2498953v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_037629535.1_ASM3762953v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_026346075.1_PDT001493858.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024473685.1_PDT001370493.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024473545.1_PDT001370513.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022303655.1_PDT001250690.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024989395.1_ASM2498939v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024476195.1_PDT001370358.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024474025.1_PDT001370464.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_037628145.1_ASM3762814v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022308135.1_PDT001250644.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_022175945.1_PDT000749129.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_030239185.1_ASM3023918v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_024474845.1_PDT001370402.1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_002188175.1_ASM218817v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_020592335.1_ASM2059233v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_014893365.1_ASM1489336v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494045.1_ASM2149404v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Food,Food,NonHuman-NonHuman
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Food,Animal,NonHuman-NonHuman
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Food,Animal,NonHuman-NonHuman
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Food,Environment,NonHuman-NonHuman
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Food,Animal,NonHuman-NonHuman
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Food,Environment,NonHuman-NonHuman
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_003346645.1_ASM334664v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165095.1_ASM3716509v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037165605.1_ASM3716560v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_021494405.1_ASM2149440v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_037164805.1_ASM3716480v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Animal,Food,NonHuman-NonHuman
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_009925405.1_ASM992540v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_036866945.1_ASM3686694v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Animal,Food,NonHuman-NonHuman
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_002934865.1_ASM293486v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Food,Food,NonHuman-NonHuman
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Food,Animal,NonHuman-NonHuman
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Food,Animal,NonHuman-NonHuman
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Food,Environment,NonHuman-NonHuman
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Food,Animal,NonHuman-NonHuman
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Food,Environment,NonHuman-NonHuman
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_021494345.1_ASM2149434v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Food,Human,NonHuman-Human
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_018790695.1_ASM1879069v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Environment,Food,NonHuman-NonHuman
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Environment,Animal,NonHuman-NonHuman
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Environment,Environment,NonHuman-NonHuman
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_024988875.1_ASM2498887v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Environment,Human,NonHuman-Human
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Animal,Food,NonHuman-NonHuman
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_002187615.1_ASM218761v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_035066425.1_ASM3506642v1_genomic.fasta,GCA_033337235.1_ASM3333723v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_903113155.1_CHZ3_genomic.fasta,GCA_019193085.1_ASM1919308v1_genomic.fasta,0,Animal,Food,NonHuman-NonHuman
GCA_903113155.1_CHZ3_genomic.fasta,GCA_020591975.1_ASM2059197v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_903113155.1_CHZ3_genomic.fasta,GCA_903112175.1_CHZ1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_903113155.1_CHZ3_genomic.fasta,GCA_030398555.1_CPCKP5_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_903113155.1_CHZ3_genomic.fasta,GCA_002934845.1_ASM293484v1_genomic.fasta,0,Animal,Animal,NonHuman-NonHuman
GCA_903113155.1_CHZ3_genomic.fasta,GCA_033450845.1_ASM3345084v1_genomic.fasta,0,Animal,Environment,NonHuman-NonHuman
GCA_903113155.1_CHZ3_genomic.fasta,GCA_024989495.1_ASM2498949v1_genomic.fasta,0,Animal,Human,NonHuman-Human
GCA_903113155.1_CHZ3_genomic.fasta,GCA_002186995.1_ASM218699v1_genomic.fasta,0,Animal,Human,NonHuman-Human
